density;refractive_index;fr_C_O_noCOO;Chi4v;fr_Ar_COO;fr_SH;Chi4n;SMR_VSA10;fr_para_hydroxylation;fr_barbitur;fr_halogen;fr_dihydropyridine;fr_priamide;fr_Al_COO;fr_guanido;fr_furan;fr_morpholine;fr_nitroso;fr_COO2;fr_amidine;SMR_VSA7;fr_benzodiazepine;fr_Imine;MolWt;fr_hdrzine;fr_urea;fr_Ar_NH;fr_quatN;fr_benzene;fr_phos_acid;fr_sulfone;VSA_EState10;fr_aniline;fr_N_O;fr_sulfonamd;fr_thiazole;TPSA;EState_VSA8;PEOE_VSA14;PEOE_VSA13;PEOE_VSA12;PEOE_VSA11;PEOE_VSA10;BalabanJ;fr_lactone;EState_VSA10;EState_VSA11;HeavyAtomMolWt;fr_nitro_arom;Chi0;Chi1;MolLogP;fr_nitro;fr_Al_OH;fr_azo;fr_C_O;fr_ether;fr_phenol_noOrthoHbond;fr_alkyl_halide;NumValenceElectrons;fr_aryl_methyl;fr_Ndealkylation2;fr_term_acetylene;HallKierAlpha;fr_C_S;fr_thiocyan;fr_ketone_Topliss;VSA_EState4;VSA_EState5;VSA_EState6;VSA_EState7;VSA_EState1;VSA_EState2;VSA_EState3;fr_HOCCN;fr_NH2;SlogP_VSA12;EState_VSA9;SlogP_VSA10;SlogP_VSA11;fr_COO;NHOHCount;fr_unbrch_alkane;fr_methoxy;fr_thiophene;SlogP_VSA8;SlogP_VSA9;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;fr_phos_ester;fr_piperzine;fr_nitrile;NumHeteroatoms;fr_NH1;fr_NH0;BertzCT;LabuteASA;fr_amide;Chi3n;fr_imidazole;SMR_VSA3;SMR_VSA2;SMR_VSA1;Kappa1;SMR_VSA6;Kappa3;Kappa2;EState_VSA6;Chi3v;SMR_VSA9;SMR_VSA8;EState_VSA2;EState_VSA3;fr_Ndealkylation1;EState_VSA1;fr_ketone;SMR_VSA5;Ipc;fr_diazo;SMR_VSA4;fr_Ar_N;fr_Nhpyrrole;EState_VSA7;fr_ester;EState_VSA4;NumHDonors;fr_prisulfonamd;fr_oxime;EState_VSA5;fr_isocyan;Chi2n;Chi2v;HeavyAtomCount;fr_azide;NumHAcceptors;fr_lactam;fr_allylic_oxid;VSA_EState8;fr_oxazole;VSA_EState9;fr_piperdine;fr_Ar_OH;fr_sulfide;fr_alkyl_carbamate;NOCount;Chi1n;PEOE_VSA8;PEOE_VSA7;PEOE_VSA6;PEOE_VSA5;PEOE_VSA4;PEOE_VSA3;PEOE_VSA2;PEOE_VSA1;fr_imide;Chi1v;fr_Al_OH_noTert;fr_epoxide;fr_hdrzone;fr_isothiocyan;fr_bicyclic;Chi0n;fr_phenol;MolMR;PEOE_VSA9;fr_aldehyde;fr_pyridine;fr_tetrazole;RingCount;fr_nitro_arom_nonortho;Chi0v;fr_ArN;NumRotatableBonds;nAtom;ALogP;ALogp2;AMR;apol;ECCEN;TopoPSA;MW;WPATH;WPOL;Zagreb;fragC;FMF;C1SP1;C2SP1;C1SP2;C2SP2;C3SP2;C1SP3;C2SP3;C3SP3;C4SP3;BCUTw_1l;BCUTw_1h;BCUTc_1l;BCUTc_1h;BCUTp_1l;BCUTp_1h;bpol;nB;ATSc1;ATSc2;ATSc3;ATSc4;ATSc5;ATSm1;ATSm2;ATSm3;ATSm4;ATSm5;ATSp1;ATSp2;ATSp3;ATSp4;ATSp5;nHBAcc;nHBDon;HybRatio;nAtomLC;nAtomP;nAtomLAC;MDEC_11;MDEC_12;MDEC_13;MDEC_14;MDEC_22;MDEC_23;MDEC_24;MDEC_33;MDEC_34;MDEC_44;MDEO_11;MDEO_12;MDEO_22;MDEN_11;MDEN_12;MDEN_13;MDEN_22;MDEN_23;MDEN_33;MLogP;PetitjeanNumber;nRotB;LipinskiFailures;VAdjMat;XLogP
1.1;1.5735;0;2.8091973765;0;0;2.8091973765;0;0;0;0;0;0;0;0;0;0;0;0;0;59.6578395311;0;0;340.419;0;0;0;0;2;0;0;0;0;0;0;0;43.52;38.1129426732;0;0;0;0;36.9207203711;1.4124141275;0;0;0;316.227;0;17.2778101141;12.1093229166;3.5677;0;0;0;0;4;0;0;132;0;0;0;-2.04;0;0;0;0;0;0;0;0;0;0;0;0;0;18.9474518152;0;11.4990236666;0;0;0;0;0;0;0;0;24.9743773828;48.5309365477;0;9.4737259076;38.6354606335;14.888716377;0;0;0;4;0;0;636.180837785;148.215494966;0;4.6876478599;0;0;0;18.9474518152;16.4296071472;26.4275278581;4.1418404925;6.6951835052;0;4.6876478599;11.4990236666;0;17.6229232449;13.213763929;0;0;0;31.4703976443;1360885.74424;0;0;0;0;24.2654682738;0;24.7127875956;0;0;0;11.1269029834;0;7.2064468604;7.2064468604;25;0;4;0;0;0;0;50.5833333333;0;0;0;0;4;8.8100809216;5.4149904694;35.3923712572;38.1129426732;0;0;0;0;18.9474518152;0;8.8100809216;0;2;0;0;0;14.7349229785;0;95.482;13.213763929;0;0;0;4;0;14.7349229785;0;8;49;1.7654;3.11663716;103.8725;56.171032;670;43.52;340.16745944;1766;36;136;2104.04;0.92;0;0;0;10;2;6;2;0;1;11.9966481365;15.998976531;-0.3902574167;0.1258886252;4.7327377744;11.6370386314;33.900968;28;0.6668429678;-0.290991946;-0.1766638781;0.1666927618;0.0018645811;28.0978761422;30.6567358171;36.6567358171;39.5414899339;33.3283679085;1550.00014324;1816.54556672;2382.15157853;2450.34856695;2091.51123325;2;0;0.4285714286;17;7;3;0.5;5.255258316;2.7849533002;2;13.6253574632;17.9298152987;3.4641016151;2.7287381726;1.975901268;0;0;0;0.7593518423;0;0;0;0;0;0;3.33;0.5;8;0;5.8073549221;4.438
1.3;1.549;8;3.7705741314;0;0;3.7705741314;59.377084419;0;0;0;0;0;0;0;0;0;0;0;0;99.6922874397;0;0;770.741;0;0;0;0;1;0;0;0;2;0;0;0;234.46;50.1071913096;48.0023118696;0;0;0;63.6850366549;3.2020756673;0;38.3562974726;0;728.405;0;41.4427360531;26.0820159581;3.44002;0;0;0;8;8;0;0;296;1;0;0;-6.98;0;0;0;0;0;0;0;0;0;0;0;0;0;37.8949036304;20.9638469175;0;0;2;0;0;0;0;0;17.7537181385;5.5634514917;94.128835948;0;10.633577208;100.857367586;66.6621267348;0;0;0;18;2;0;1543.907989;315.907253476;2;6.8632836763;0;0;0;76.251201103;46.0408246564;63.4886329241;17.3938389494;23.5549357049;6.9237371997;6.8632836763;0;0;11.3747725494;5.5634514917;0;111.687348524;0;6.9237371997;250458004278;0;10.8299809388;0;0;0;6;36.456120641;2;0;0;18.1991012054;0;11.302975006;11.302975006;55;0;16;0;0;0;0;159.833333333;0;0;0;0;18;15.8233889473;47.8308931904;24.6199228283;45.5399811701;0;0;38.3562974726;10.633577208;37.8949036304;0;15.8233889473;0;0;0;0;0;30.1276200067;0;192.9224;0;0;0;0;1;0;30.1276200067;0;34;97;3.1996;10.23744016;192.6002;108.157306;1937;234.46;770.2534336;14806;78;254;6439.18;0.1090909091;0;0;12;11;1;9;0;0;2;11.79;16.0100802836;-0.312429522;0.3433012535;4.3631036034;11.1437287166;70.226694;55;2.295266549;-1.5674943333;0.9796481069;-1.224932819;2.0944164455;68.1114651712;63.6349351839;87.716165948;95.1036884346;92.6318080946;2946.317761;3277.60209754;4271.84829489;4589.07709572;4666.51877281;18;2;0.2972972973;23;14;3;1.3908480213;12.3717439928;7.9767826482;1.5513503407;16.9975540804;26.4446695447;6.4561129328;7.0544794967;3.5045534148;0.0833333333;2.3124863292;7.7064578307;3.4561088885;0;0;0;0.25;0;0;3.55;0.5;34;2;6.7813597135;3.444
1.2;1.614;1;1.1562825719;0;0;1.1562825719;5.7832449464;0;0;0;0;0;0;0;2;0;0;0;0;72.6163695302;0;0;214.22;0;0;0;0;0;0;0;0;0;0;0;0;43.35;0;0;0;0;5.7832449464;11.5204948377;1.9418819269;0;4.7945371841;0;204.14;0;11.2173321818;7.8433365929;2.9505;0;0;0;1;0;0;0;80;0;0;0;-2.29;0;0;0;0;0;0;0;0;0;0;0;0;0;8.8343018741;0;0;0;0;0;0;0;0;0;0;11.5204948377;69.9301765666;0;0;5.7832449464;4.7945371841;0;0;0;3;0;0;441.034803344;92.6841824614;0;1.9100984468;0;0;0;13.6288390582;10.235362076;0;2.8498118619;4.9786519412;48.9438344788;1.9100984468;0;0;5.7832449464;11.5204948377;0;0;1;0;8728.45025105;0;0;0;0;0;0;0;0;0;0;12.1520402137;0;3.099874748;3.099874748;16;0;3;0;2;10.1052754157;0;28.8947245843;0;0;0;0;3;4.8158277641;0;48.5695487012;0;0;0;0;4.7945371841;8.8343018741;0;4.8158277641;0;0;0;0;0;8.4982475633;0;58.907;12.5263259913;0;0;0;2;0;8.4982475633;0;4;26;0.0858;0.00736164;67.4844;31.95393;273;35.53;214.06299426;533;14;76;489.03;0.9375;0;0;2;11;0;0;0;0;0;11.9937326817;16.0009704151;-0.3679261091;0.1786325602;4.9336164594;8.0253261702;15.72207;17;0.3658886483;-0.1521931417;-0.0168183717;0.009092221;-0.1430851595;18.3234071066;18.6604598857;23.6567358171;15.3283679085;14.3283679085;782.896079284;855.860878576;1036.48514997;729.578521557;668.602633855;1;0;0;11;16;5;0;0;0;0;11.5965780273;10.0005999619;0;0.793700526;0;0;0;0.4;0.125;0;0;0;0;0;0;2.56;0.5;4;0;5.0874628413;1.52
1.1;1.433;0;0.4470869975;0;0;0.4470869975;0;0;0;0;0;0;0;0;0;0;0;0;0;12.6549557904;0;0;114.144;0;0;0;0;0;0;0;0;0;0;0;0;21.76;6.5789356836;0;0;0;0;6.1039663878;1.803593801;0;0;0;104.064;0;5.8199909563;3.9318516526;0.5878;0;0;0;0;2;0;0;46;0;0;0;-0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4737259076;0;0;0;0;1;0;0;0;0;0;0;12.6549557904;0;0;25.9246122813;9.4737259076;0;0;0;2;0;0;76.5977206057;49.0956178731;0;0.8713732078;0;0;0;9.4737259076;5.7905483029;19.8206458935;2.0947428914;2.8449281825;6.0760201068;0.8713732078;0;0;0;12.7108483523;0;0;0;6.1039663878;145.436783622;0;0;0;0;0;0;13.213763929;0;0;0;0;0;1.7814744144;1.7814744144;8;0;2;0;0;0;0;17.8333333333;0;0;0;0;2;2.734720826;0;0;6.0760201068;6.5789356836;0;0;0;9.4737259076;0;2.734720826;0;1;0;0;0;4.7996242441;0;30.756;19.8206458935;0;0;0;1;0;4.7996242441;0;4;18;0.3837;0.14722569;30.9199;18.83193;77;21.76;114.06807964;78;5;34;268.02;0.375;0;0;1;1;0;3;1;0;0;11.9968352717;15.9977845241;-0.3902610753;0.1250342556;4.5909803839;6.2482747112;14.76407;8;0.3609534188;-0.1785084474;-0.0636957579;0.0914844802;-0.0287741502;9.5489380711;9.3283679085;6.9962759314;6.4386529898;4.3320919771;254.081564207;257.795205352;199.315333078;160.443863906;125.976774437;2;0;0.6666666667;7;2;3;0;1.5196713713;0.2;0;2.4068519497;2.1491398637;0;0;0;0;0;0;0.3333333333;0;0;0;0;0;0;1.9;0.5;4;0;4;0.272
2.2;2.017;0;0.9024859166;0;0;0.9024859166;16.9817407162;0;0;0;0;0;0;0;0;0;1;0;0;21.718665901;0;0;165.112;0;0;2;0;0;0;0;0;0;0;0;0;103.86;25.1127960116;5.6897433982;0;5.8178627778;5.6471772208;5.5167007176;2.9780686085;0;9.7016024281;0;162.088;0;8.5520417639;5.8088617503;-0.9197;0;0;0;0;0;0;0;60;0;0;0;-2.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8178627778;0;0;2;0;0;0;11.1638779384;0;4.907065244;0;16.2987391867;0;5.6897433982;19.9359140838;0;0;0;0;7;2;3;483.789390841;64.8374260994;0;1.3802004316;1;19.9359140838;0;0;6.6472331686;0;0.7970171907;2.2234937746;0;1.3802004316;0;0;11.4650399986;5.5167007176;0;5.6897433982;0;0;931.147588738;0;5.1768819279;4;2;0;0;0;2;0;0;6.3273200748;0;2.0829931088;2.0829931088;12;0;5;0;0;0;0;36.6666666667;0;0;0;0;7;3.0779995464;0;5.1768819279;0;4.907065244;4.983978521;9.778515705;4.983978521;4.983978521;0;3.0779995464;0;0;0;0;1;5.7354876366;0;40.829;6.3273200748;0;0;0;2;0;5.7354876366;0;1;15;-1.9126;3.65803876;32.4222;17.904379;111;95.28;165.02867436;179;16;62;124.07;0.75;0;0;2;1;0;0;0;0;0;11.999;16.0168733787;-0.2990320246;0.3270755677;3.5890911758;8.632008535;9.155621;13;0.4228163696;-0.2950435164;0.2253940318;-0.1871606459;-0.0142074104;15.3488395775;15.3811909728;21.8760279755;19.7929519646;17.235147426;539.354930974;635.498874396;881.432560988;704.890936002;456.173980434;2;2;0;6;12;0;0;0;0;0;0;1.5196713713;0;3.532775529;0;0;0.2;0;0;0;0;0;3.5961154666;0;0;1.24;0.4;1;0;4.7004397181;1.066
1.4;1.478;1;0.7261199616;0;0;0.4137494469;13.7920024111;0;0;0;0;0;0;0;0;0;0;0;0;12.1520402137;0;0;210.122;0;0;0;0;0;1;0;0;0;0;0;0;93.06;15.8395457991;13.7920024111;0;0;0;6.6068819645;3.5312469367;0;9.359585469;0;199.034;0;10.4831276631;5.827185822;0.215;0;0;0;1;1;0;0;76;0;0;0;-0.68;0;0;0;0;0;0;0;0;0;0;0;0;7.8226971231;9.7868232055;0;0;0;2;1;0;0;0;0;0;6.9237371997;12.1520402137;0;0;28.9698924225;18.6201955845;1;0;0;7;0;0;241.509031671;75.4010493056;0;0.9244132417;0;0;0;28.40701879;12.32;13.213763929;7.6733568905;5.1367483588;0;1.4433367905;0;0;18.7868684591;0;0;13.7920024111;0;6.9237371997;396.193583685;0;0;0;0;0;1;0;2;0;0;6.9237371997;0;2.2400498178;3.479402609;13;0;4;0;0;14.1432246788;0;30.9956642101;0;0;0;0;6;3.3543003219;5.5731045301;6.9237371997;6.5789356836;0;0;9.359585469;4.5237471617;14.5236861593;0;4.8845970653;0;0;0;0;0;7.0959542919;0;43.7691;6.6068819645;0;0;0;0;0;7.9903814829;0;6;24;0.6899;0.47596201;43.0092;26.336723;154;102.87;210.02932479;302;12;56;373.07;0;0;0;2;0;1;3;0;0;0;11.999;30.9745700522;-0.3152255237;0.4647184445;2.3336598397;7.3471165623;25.253277;12;0.7125679475;-0.5735776307;0.2839682348;0.0837478991;-0.3419232079;23.2972280135;23.0693741961;24.3284907801;17.0100444754;13.0957114575;351.31479447;356.408742408;399.190439196;328.963757021;240.412402149;6;2;0.5;9;5;3;0.5;0.894427191;2.8284271248;0;1;1.3731780959;0;1;0;0;1.6035674515;2.5298221281;0.3333333333;0;0;0;0;0;0;1.35;0.5;6;0;4.5849625007;-1.224
1.8;1.839;0;12.1705821019;0;0;12.1705821019;0;0;0;0;0;0;0;0;0;0;0;0;0;164.326206573;0;0;1155.036;0;0;0;0;8;0;0;0;0;0;0;0;441.52;0;0;0;0;64.3079938295;93.4100075504;1.135704151;0;102.130547897;0;1104.636;0;59.8050604921;39.9106105072;4.5952;0;4;0;0;4;16;0;434;0;0;0;-10.4;0;0;0;0;0;0;0;0;0;0;0;0;0;18.9474518152;0;114.990236666;0;20;0;0;0;0;0;0;78.9516845472;103.128240164;0;18.9474518152;150.962278999;6.4208216229;0;0;0;24;0;0;4032.11040831;471.525899283;0;15.9957551603;0;0;0;121.077999712;54.2013782003;0;8.4425998123;19.6573874392;0;15.9957551603;114.990236666;0;39.1302207835;0;0;210.064253154;0;73.0062708634;2.41759004202e+19;0;0;0;0;0;0;78.86277189;20;0;0;24.2654682738;0;20.9781392793;20.9781392793;84;0;24;0;0;0;0;235.833333333;0;16;0;0;24;25.6905831386;75.6968174071;70.7847425145;24.2654682738;0;0;0;0;121.077999712;0;25.6905831386;4;0;0;0;4;42.9501793904;16;285.505;23.8576845262;0;0;0;12;0;42.9501793904;0;7;134;-4.9123;24.13069129;317.3466;158.18765;3377;441.52;1154.26920288;32304;180;486;14053.24;0.7619047619;0;0;0;37;11;0;9;3;0;11.996072859;16.018480595;-0.4134116291;0.138495356;4.9360410598;13.6102572454;62.32435;95;1.8857776051;-0.4771050523;-0.4384249185;-0.0223131801;0.2286358555;102.587256853;104.29857536;166.597150719;210.438466615;226.532618689;7022.38116509;8865.48777172;13890.4884578;16904.4528329;18084.8932256;4;20;0.2;25;9;3;0;0;0;0;16.5793810668;0;0;0;0;0;0;9.5769449834;0.7323538223;0;0;0;0;0;0;5.42;0.5;7;2;7.5698556083;5.052
0.96;1.502;0;2.6012163492;0;0;2.6012163492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316.538;0;0;0;0;0;0;0;0;0;0;0;0;110.56;9.7998194617;0;0;0;0;0;3.8779568485;0;0;0;276.218;0;16.4684090374;10.7779168675;-0.2342;0;0;0;0;0;0;0;134;0;0;0;-0.24;0;0;0;0;0;0;0;0;0;0;0;4;0;22.9346699086;0;0;0;4;1;0;0;0;0;0;38.5249297376;0;0;22.9346699086;75.2473835208;0;0;0;0;6;0;2;176.812711826;137.092612872;0;3.9125464751;0;9.7998194617;0;0;21.76;65.4475640591;13.4248082999;17.1191992863;0;3.9125464751;0;0;0;0;0;0;0;38.5249297376;62634.245532;0;22.9346699086;0;0;0;0;91.1308505508;4;0;0;12.8416432459;0;5.9593024549;5.9593024549;22;0;6;0;0;0;0;44;0;0;0;0;6;9.030359758;0;103.972493797;0;0;0;0;0;32.7344893703;0;9.030359758;0;0;0;0;0;14.5175367667;0;96.7996;0;0;0;0;0;0;14.5175367667;0;17;62;-4.5852;21.02405904;87.276;61.43172;430;110.56;316.3314456;1355;23;86;3259.06;0;0;0;0;0;0;10;6;0;0;11.9933304897;14.0106824453;-0.3640609533;0.0286916622;4.8867920063;9.4977657544;45.04828;21;0.3051697186;-0.1468402324;-0.0039111223;-0.1368709871;0.1796631261;24.1598818077;22.6618193318;23.6618193318;24.6618193318;25.7722850715;1232.55623603;1262.84934572;1374.6041369;1426.35481966;1427.80035116;6;4;1;14;0;4;0;0;0;0;27.2702612276;0;0;0;0;0;0;0;0;0.5426156972;0;1.3333333333;0;0;0.2;2.56;0.4615384615;17;1;5.3923174228;-1.04
0.99;1.512;0;7.2741297928;0;0;7.2741297928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;773.306;0;0;0;0;0;0;0;0;0;0;0;0;227.6;29.3994583851;0;0;0;0;0;5.4157472813;0;0;0;676.538;0;39.7483728626;26.5053234778;-0.0706;0;0;0;0;0;0;0;326;0;0;0;-0.56;0;0;0;0;0;0;0;0;0;0;0;8;0;45.8693398173;0;0;0;8;1;0;0;0;0;0;89.891502721;0;0;45.8693398173;199.563124939;0;0;0;0;14;0;6;582.109627847;334.250121087;0;10.4211428443;0;29.3994583851;0;0;53.44;170.163666554;33.5679892117;42.0567530513;0;10.4211428443;0;0;0;0;0;0;0;89.891502721;278792954851;0;45.8693398173;0;0;0;0;221.530239537;8;0;0;38.5249297376;0;15.3089932641;15.3089932641;54;0;14;0;0;0;0;104;0;0;0;0;14;22.458086112;0;260.055169275;0;0;0;0;0;75.2687982024;0;22.458086112;0;0;0;0;0;35.586354974;0;235.7132;0;0;0;0;0;0;35.586354974;0;45;150;-9.6504;93.13022016;214.4444;149.812128;1814;227.6;772.79423984;15003;63;222;19339.14;0;0;0;0;0;0;26;14;0;0;11.9932014048;14.0171929922;-0.3641284839;0.0375143765;4.8923423561;10.1002841767;111.547872;53;0.7957799602;-0.3973293241;-0.0213537911;-0.3935252384;0.7874125923;59.0397242179;57.3207302627;62.3207302627;67.3207302627;72.6521274817;3361.00182806;3522.79336903;3996.74171823;4335.08488358;4587.83435167;14;8;1;22;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6540819124;0;4.5155691863;0;0;1.981598659;4.32;0.4761904762;45;3;6.7279204546;-1.868
1.01;1.515;0;16.6199566801;0;0;16.6199566801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1686.842;0;0;0;0;0;0;0;0;0;0;0;0;461.68;68.5987362319;0;0;0;0;0;7.742502902;0;0;0;1477.178;0;86.3083005131;57.9601366985;0.2566;0;0;0;0;0;0;0;710;0;0;0;-1.2;0;0;0;0;0;0;0;0;0;0;0;16;0;91.7386796346;0;0;0;16;1;0;0;0;0;0;192.624648688;0;0;91.7386796346;448.194607775;0;0;0;0;30;0;14;1500.3308109;728.565137515;0;23.4383355828;0;68.5987362319;0;0;116.8;379.595871543;73.939064337;91.9942344045;0;23.4383355828;0;0;0;0;0;0;0;192.624648688;1.16977231005e+29;0;91.7386796346;0;0;0;0;559.378876985;16;0;0;12.8416432459;0;34.0083748823;34.0083748823;118;0;30;0;0;0;0;224;0;0;0;0;30;49.3135388201;0;572.220520231;0;0;0;0;0;160.337415867;0;49.3135388201;0;0;0;0;0;77.7239913884;0;513.5404;0;0;0;0;0;0;77.7239913884;0;101;326;-19.7808;391.28004864;468.7812;326.572944;5694;461.68;1685.71982832;110651;143;494;91819.3;0;0;0;0;0;0;58;30;0;0;11.9931422814;14.0338066576;-0.3642100037;0.0860563705;4.8924849173;10.1799289364;244.547056;117;1.777000441;-0.8983075798;-0.0562418424;-0.906897378;2.0020015809;128.799409038;126.638552124;139.638552124;152.638552124;166.411812302;7624.35531184;8051.29971348;9255.83397128;10177.6921423;10951.7641011;30;16;1;30;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.8200446964;0;0;7.845886797;7.84;0.4827586207;101;3;7.8703647196;-3.524
1.01;1.518;0;72.6949180038;0;0;72.6949180038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7168.058;0;0;0;0;0;0;0;0;0;0;0;0;1866.16;303.794403313;0;0;0;0;0;17.8596279264;0;0;0;6281.018;0;365.667866416;246.689016022;2.2198;0;0;0;0;0;0;0;3014;0;0;0;-5.04;0;0;0;0;0;0;0;0;0;0;0;64;0;366.954718538;0;0;0;64;1;0;0;0;0;0;809.023524489;0;0;366.954718538;1939.98350479;0;0;0;0;126;0;62;7853.14736942;3094.45523609;0;101.541492014;0;303.794403313;0;0;496.96;1636.18910148;316.251750383;391.686718446;0;101.541492014;0;0;0;418.864409978;0;0;0;809.023524489;1.04102960809e+185;0;366.954718538;0;0;0;0;2026.34821599;64;0;0;0;0;146.204664592;146.204664592;502;0;126;0;0;0;0;944;0;0;0;0;126;210.446255069;0;2445.21262597;0;0;0;0;0;670.749121851;0;210.446255069;0;0;0;0;0;330.549809875;0;2180.5036;0;0;0;0;0;0;330.549809875;0;437;1382;-80.5632;6490.42919424;1994.802;1387.13784;39566;1866.16;7163.2733592;3675131;623;2126;1655660.26;0;0;0;0;0;0;250;126;0;0;11.9930998776;14.1548673133;-0.3643495629;0.4402188731;4.8923165104;10.27544259;1042.54216;501;7.6643233259;-3.9041771138;-0.2655701504;-3.9871302159;9.2895355054;547.357517961;542.545483295;603.545483295;664.545483295;728.969921225;33207.274947;35226.0632684;40816.8509292;45244.5553572;49155.4248143;126;64;1;46;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.96;0.4888888889;437;3;9.9686667932;-13.46
0.854;1.364;0;3.5811276505;0;0;3.5811276505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;524.756;0;0;0;0;0;0;0;0;0;0;0;0;239.6;31.0669738777;0;0;0;0;24.9116046829;4.9398798663;0;20.4261095794;0;468.308;0;27.0204508012;17.353304268;-5.3824;0;4;0;0;0;0;0;218;0;0;0;-0.56;0;0;0;0;0;0;0;0;0;0;0;4;0;22.9346699086;0;0;0;12;0;0;0;0;0;0;25.6832864917;0;0;44.2018243247;146.764123407;0;0;0;0;14;4;2;396.544771084;216.658649302;0;5.7047116035;0;31.0669738777;0;20.4261095794;35.44;91.6265896828;21.5181864378;24.7583596723;0;5.7047116035;0;0;0;117.309876174;0;24.9116046829;0;50.5948911746;38975976.6568;0;22.9346699086;0;0;0;0;0;12;0;0;0;0;8.8723703345;8.8723703345;36;0;14;0;0;0;0;86.3333333333;0;0;0;0;14;13.2650625796;91.6265896828;25.6832864917;0;0;0;0;21.267154416;53.1605989497;0;13.2650625796;4;0;0;0;0;22.0300057879;0;143.6036;0;0;0;0;0;0;22.0300057879;0;27;92;-6.9568;48.39706624;136.47;90.268408;920;239.6;524.44860072;4858;41;150;7021.14;0;0;0;0;0;0;18;4;0;0;11.9932768245;15.99795723;-0.3789759977;0.1105980555;4.7643394901;10.1046522754;65.179592;35;0.9030999718;-0.488196152;-0.0242051738;-0.0648384696;0.3740778024;42.6976791549;39.3196427058;46.533489094;46.7860927889;48.3115909673;1997.34474584;2102.8428854;2413.76054738;2532.33516099;2644.49915387;14;12;1;18;0;3;0;0;0;0;25.6544099828;13.175633806;0;0.7631428284;0;0;0.6065400247;0;0;0.3765384157;1.7841340421;0.9561828875;0.6065400247;1.511857892;0.3333333333;2.34;0.4705882353;27;3;6.1292830169;-5.44
0.82;1.362;0;10.735018615;0;0;10.735018615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1454.068;0;0;0;0;0;0;0;0;0;0;0;0;614.72;93.2009216332;0;0;0;0;74.7348140488;6.7655907901;0;61.2783287381;0;1300.852;0;74.232925279;48.2314856793;-13.9548;0;12;0;0;0;0;0;602;0;0;0;-1.52;0;0;0;0;0;0;0;0;0;0;0;8;0;45.8693398173;0;0;0;32;0;0;0;0;0;0;77.0498594751;0;0;109.670803065;414.113344597;0;0;0;0;38;12;6;1421.04605592;598.407998833;0;16.7839981369;0;93.2009216332;0;61.2783287381;98.48;248.700743425;61.6129052386;69.2358245323;0;16.7839981369;0;0;0;325.7506029;0;74.7348140488;0;151.784673524;6.56077832879e+21;0;45.8693398173;0;0;0;0;0;32;0;0;0;0;25.462410465;25.462410465;100;0;38;0;0;0;0;237;0;0;0;0;38;37.1621945768;248.700743425;77.0498594751;0;0;0;0;63.8014632481;136.54712694;0;37.1621945768;12;0;0;0;0;60.9521891621;0;394.5932;0;0;0;0;0;0;60.9521891621;0;79;252;-17.9172;321.02605584;373.6728;248.696536;4930;614.72;1453.20830552;77402;121;430;53101.38;0;0;0;0;0;0;50;12;0;0;11.9931638412;16.0062663096;-0.3789759977;0.1291151849;4.7620583391;10.1936990638;180.687464;99;2.5738207835;-1.4310408243;-0.0090053638;-0.2550333782;1.0779097622;118.65311626;111.294200385;134.935739549;137.638317764;144.934772902;5816.1925373;6180.32738257;7189.03692072;7630.09305452;8059.69640074;38;32;1;32;0;3;0;0;0;0;0;0;0;4.7183065265;0;0;4.0755565949;0;0;1.0417057212;5.3956421038;2.9097461898;4.2016179614;6.636983497;1.4836116933;4.1;0.4838709677;79;3;7.6293566201;-13.636
